Name,Code,label
비덴트,121800,KOSDAQ
시너지이노베이션,048870,KOSDAQ
세경하이테크,148150,KOSDAQ
엣지파운드리,105550,KOSDAQ
동방메디컬,240550,KOSDAQ
오리엔탈정공,014940,KOSDAQ
폴라리스오피스,041020,KOSDAQ
인트로메딕,150840,KOSDAQ
상아프론테크,089980,KOSDAQ
제이에스링크,127120,KOSDAQ
에스바이오메딕스,304360,KOSDAQ
원익머트리얼즈,104830,KOSDAQ
슈프리마,236200,KOSDAQ
이트론,096040,KOSDAQ
디아이티,110990,KOSDAQ
에치에프알,230240,KOSDAQ
SG,255220,KOSDAQ
뷰웍스,100120,KOSDAQ
킵스파마,256940,KOSDAQ
토비스,051360,KOSDAQ
KG이니시스,035600,KOSDAQ
한중엔시에스,107640,KOSDAQ
인선이엔티,060150,KOSDAQ
웹케시,053580,KOSDAQ
로보스타,090360,KOSDAQ
파이버프로,368770,KOSDAQ
안트로젠,065660,KOSDAQ
아가방컴퍼니,013990,KOSDAQ
미래나노텍,095500,KOSDAQ
하이비젼시스템,126700,KOSDAQ
이스트소프트,047560,KOSDAQ
잉글우드랩,950140,KOSDAQ
아나패스,123860,KOSDAQ
온코닉테라퓨틱스,476060,KOSDAQ
파멥신,208340,KOSDAQ
자람테크놀로지,389020,KOSDAQ
네오팜,092730,KOSDAQ
쿠콘,294570,KOSDAQ
나이벡,138610,KOSDAQ
위지윅스튜디오,299900,KOSDAQ
이지홀딩스,035810,KOSDAQ
유니슨,018000,KOSDAQ
에이텍,045660,KOSDAQ
노바렉스,194700,KOSDAQ
KH바텍,060720,KOSDAQ
아스트,067390,KOSDAQ
한솔아이원스,114810,KOSDAQ
오가노이드사이언스,476040,KOSDAQ
와이씨켐,112290,KOSDAQ
쓰리빌리언,394800,KOSDAQ
한국정보인증,053300,KOSDAQ
LS증권,078020,KOSDAQ
엑스게이트,356680,KOSDAQ
디앤씨미디어,263720,KOSDAQ
탑머티리얼,360070,KOSDAQ
푸른소나무,057880,KOSDAQ
유니테스트,086390,KOSDAQ
티로보틱스,117730,KOSDAQ
인크레더블버즈,064090,KOSDAQ
로체시스템즈,071280,KOSDAQ
바이오솔루션,086820,KOSDAQ
모트렉스,118990,KOSDAQ
젝시믹스,337930,KOSDAQ
휴림로봇,090710,KOSDAQ
케이프,064820,KOSDAQ
아이씨티케이,456010,KOSDAQ
박셀바이오,323990,KOSDAQ
폰드그룹,472850,KOSDAQ
성우,458650,KOSDAQ
동원개발,013120,KOSDAQ
오로스테크놀로지,322310,KOSDAQ
오상헬스케어,036220,KOSDAQ
골프존홀딩스,121440,KOSDAQ
피에이치에이,043370,KOSDAQ
디지털대성,068930,KOSDAQ
파인엠텍,441270,KOSDAQ
모두투어,080160,KOSDAQ
상지건설,042940,KOSDAQ
퀄리타스반도체,432720,KOSDAQ
텔레칩스,054450,KOSDAQ
뉴파워프라즈마,144960,KOSDAQ
제닉,123330,KOSDAQ
아이스크림미디어,461300,KOSDAQ
리파인,377450,KOSDAQ
아티스트컴퍼니,321820,KOSDAQ
제넥신,095700,KOSDAQ
다날,064260,KOSDAQ
해성산업,034810,KOSDAQ
진성티이씨,036890,KOSDAQ
쇼박스,086980,KOSDAQ
나우로보틱스,459510,KOSDAQ
에이디테크놀로지,200710,KOSDAQ
동국산업,005160,KOSDAQ
펨트론,168360,KOSDAQ
멀티캠퍼스,067280,KOSDAQ
한국알콜,017890,KOSDAQ
아바코,083930,KOSDAQ
이엠텍,091120,KOSDAQ
이노스페이스,462350,KOSDAQ
비츠로테크,042370,KOSDAQ
이화전기,024810,KOSDAQ
와이지-원,019210,KOSDAQ
유비케어,032620,KOSDAQ
나무가,190510,KOSDAQ
앱클론,174900,KOSDAQ
제일일렉트릭,199820,KOSDAQ
셀비온,308430,KOSDAQ
케이티알파,036030,KOSDAQ
미래반도체,254490,KOSDAQ
LB세미콘,061970,KOSDAQ
인터플렉스,051370,KOSDAQ
노바텍,285490,KOSDAQ
나이스정보통신,036800,KOSDAQ
그래디언트,035080,KOSDAQ
대양전기공업,108380,KOSDAQ
DSC인베스트먼트,241520,KOSDAQ
한국캐피탈,023760,KOSDAQ
모다이노칩,080420,KOSDAQ
KZ정밀,036560,KOSDAQ
소룩스,290690,KOSDAQ
와이솔,122990,KOSDAQ
현대사료,016790,KOSDAQ
앱트뉴로사이언스,270520,KOSDAQ
티에프이,425420,KOSDAQ
AP위성,211270,KOSDAQ
압타바이오,293780,KOSDAQ
케이에스피,073010,KOSDAQ
네오위즈홀딩스,042420,KOSDAQ
덕산하이메탈,077360,KOSDAQ
BGF에코머티리얼즈,126600,KOSDAQ
레드캡투어,038390,KOSDAQ
이수앱지스,086890,KOSDAQ
선진뷰티사이언스,086710,KOSDAQ
삼양엔씨켐,482630,KOSDAQ
사람인,143240,KOSDAQ
제이엘케이,322510,KOSDAQ
대동기어,008830,KOSDAQ
아티스트스튜디오,200350,KOSDAQ
이크레더블,092130,KOSDAQ
엑세스바이오,950130,KOSDAQ
HB테크놀러지,078150,KOSDAQ
에이유브랜즈,481070,KOSDAQ
유니셈,036200,KOSDAQ
덱스터,206560,KOSDAQ
아이디스,143160,KOSDAQ
에스오에스랩,464080,KOSDAQ
나인테크,267320,KOSDAQ
에스와이,109610,KOSDAQ
어보브반도체,102120,KOSDAQ
아미코젠,092040,KOSDAQ
이지바이오,353810,KOSDAQ
강원에너지,114190,KOSDAQ
애니플러스,310200,KOSDAQ
와이즈넛,096250,KOSDAQ
유비쿼스홀딩스,078070,KOSDAQ
경동제약,011040,KOSDAQ
KT나스미디어,089600,KOSDAQ
대진첨단소재,393970,KOSDAQ
알서포트,131370,KOSDAQ
폴라리스AI,039980,KOSDAQ
라파스,214260,KOSDAQ
NICE인프라,063570,KOSDAQ
HB솔루션,297890,KOSDAQ
흥구석유,024060,KOSDAQ
드림시큐리티,203650,KOSDAQ
엠케이전자,033160,KOSDAQ
씨어스테크놀로지,458870,KOSDAQ
에브리봇,270660,KOSDAQ
삼지전자,037460,KOSDAQ
매커스,093520,KOSDAQ
엔케이맥스,182400,KOSDAQ
KX,122450,KOSDAQ
에이비온,203400,KOSDAQ
마크로젠,038290,KOSDAQ
티엘비,356860,KOSDAQ
에스피소프트,443670,KOSDAQ
씨에스베어링,297090,KOSDAQ
휴마시스,205470,KOSDAQ
한라IMS,092460,KOSDAQ
엘케이켐,489500,KOSDAQ
켄코아에어로스페이스,274090,KOSDAQ
이니텍,053350,KOSDAQ
파워로직스,047310,KOSDAQ
에이스테크,088800,KOSDAQ
비나텍,126340,KOSDAQ
대한약품,023910,KOSDAQ
탑런토탈솔루션,336680,KOSDAQ
마이크로디지탈,305090,KOSDAQ
에르코스,435570,KOSDAQ
에코아이,448280,KOSDAQ
에스와이스틸텍,365330,KOSDAQ
KG모빌리언스,046440,KOSDAQ
헥토이노베이션,214180,KOSDAQ
미래컴퍼니,049950,KOSDAQ
에어레인,163280,KOSDAQ
온코크로스,382150,KOSDAQ
슈피겐코리아,192440,KOSDAQ
지니언스,263860,KOSDAQ
에이럭스,475580,KOSDAQ
신흥에스이씨,243840,KOSDAQ
크레버스,096240,KOSDAQ
우진엔텍,457550,KOSDAQ
하나기술,299030,KOSDAQ
코텍,052330,KOSDAQ
씨티씨바이오,060590,KOSDAQ
사피엔반도체,452430,KOSDAQ
아이티센글로벌,124500,KOSDAQ
코다코,046070,KOSDAQ
디와이피엔에프,104460,KOSDAQ
동양이엔피,079960,KOSDAQ
서울옥션,063170,KOSDAQ
대원산업,005710,KOSDAQ
